year,state,statefip,stateAbbrev,realIncWage,gini,pctTechnicalWorker,pctFemaleWorker,unemployementRate,realIncWageRat90_10,realIncWageRat_cg_hs,laborSupply_hl,fmWageRat
2007,Montana,30,MT,40598,.299,.048,.451,.025,4.133,1.349,.9350000000000001,.753
2008,Montana,30,MT,45506,.334,.036,.434,.049,4.118,1.459,.925,.781
2009,Montana,30,MT,49052,.347,.039,.44,.076,3.819,1.821,1.016,.732
2010,Montana,30,MT,48335,.343,.028,.465,.094,4.167,1.804,1.035,.8190000000000001
2011,Montana,30,MT,45989,.352,.038,.483,.083,4.625,1.757,1.167,.793
2012,Montana,30,MT,43609,.322,.028,.463,.074,4.323,1.693,1.151,.71
2013,Montana,30,MT,47806,.351,.035,.435,.055,4.444,1.439,1.054,.711
2014,Montana,30,MT,48784,.37,.041,.474,.054,4.47,1.805,.98,.6920000000000001
1980,Nebraska,31,NE,35144,.295,.039,.353,.041,4,1.551,.435,.577
1981,Nebraska,31,NE,35936,.303,.028,.364,.054,4.042,1.384,.439,.5680000000000001
1982,Nebraska,31,NE,35631,.293,.036,.383,.068,3.857,1.537,.483,.581
1983,Nebraska,31,NE,35432,.293,.031,.385,.062,3.712,1.406,.547,.623
1984,Nebraska,31,NE,36808,.328,.021,.403,.033,4.026,1.471,.476,.543
1985,Nebraska,31,NE,38132,.318,.028,.396,.061,4.152,1.322,.464,.5730000000000001
1986,Nebraska,31,NE,37754,.31,.044,.386,.057,3.734,1.565,.465,.649
1987,Nebraska,31,NE,37664,.305,.028,.419,.059,3.823,1.68,.492,.654
1988,Nebraska,31,NE,37245,.299,.025,.412,.043,4,1.438,.513,.6840000000000001
1989,Nebraska,31,NE,35638,.311,.03,.445,.048,4.438,1.497,.531,.6900000000000001
1990,Nebraska,31,NE,35134,.307,.039,.467,.031,4.333,1.506,.5590000000000001,.664
1991,Nebraska,31,NE,36745,.308,.041,.44,.024,3.816,1.601,.594,.643
1992,Nebraska,31,NE,36032,.314,.026,.46,.023,4.162,1.581,.66,.669
1993,Nebraska,31,NE,36130,.308,.026,.436,.036,4.145000000000001,1.665,.609,.649
1994,Nebraska,31,NE,37577,.314,.028,.463,.036,4.227,1.607,.724,.656
1995,Nebraska,31,NE,37573,.344,.025,.48,.022,4.7,1.692,.738,.648
1996,Nebraska,31,NE,40709,.355,.036,.447,.03,4.545,1.897,.753,.634
1997,Nebraska,31,NE,38872,.323,.034,.43,.037,4.355,1.649,.756,.72
1998,Nebraska,31,NE,40750,.324,.043,.458,.03,4.417,1.565,.782,.652
1999,Nebraska,31,NE,44035,.337,.031,.424,.024,3.975,1.873,.635,.762
2000,Nebraska,31,NE,42407,.327,.037,.424,.029,4.462,1.492,.8130000000000001,.707
2001,Nebraska,31,NE,47953,.357,.046,.443,.035,4.786000000000001,1.801,.877,.616
2002,Nebraska,31,NE,45433,.322,.048,.447,.046,4.169000000000001,1.72,.844,.6760000000000001
2003,Nebraska,31,NE,47217,.331,.065,.453,.047,4.467000000000001,1.645,.867,.6980000000000001
2004,Nebraska,31,NE,49241,.352,.049,.438,.042,4.605,1.81,.894,.7010000000000001
2005,Nebraska,31,NE,48837,.358,.05,.443,.051,4.359,1.97,.893,.638
2006,Nebraska,31,NE,45958,.337,.053,.419,.036,4.667,1.667,.789,.709
2007,Nebraska,31,NE,46858,.336,.054,.447,.033,4.364,1.659,.876,.724
2008,Nebraska,31,NE,48573,.351,.045,.456,.033,4.412,1.775,.9340000000000001,.6910000000000001
2009,Nebraska,31,NE,50243,.351,.063,.46,.047,4.444,1.9,1.046,.7010000000000001
2010,Nebraska,31,NE,49863,.345,.059,.471,.056,3.98,1.848,1.102,.738
2011,Nebraska,31,NE,49713,.351,.046,.464,.047,4.255,1.784,.9420000000000001,.715
2012,Nebraska,31,NE,49497,.339,.054,.45,.037,4.427000000000001,1.703,.994,.799
2013,Nebraska,31,NE,47276,.346,.054,.442,.036,4.833,1.832,1.004,.8160000000000001
2014,Nebraska,31,NE,49583,.348,.055,.442,.038,4.4,1.785,1.089,.746
1980,Nevada,32,NV,37508,.317,.02,.357,.051,4.333,1.489,.379,.582
1981,Nevada,32,NV,37728,.307,.028,.375,.075,4.222,1.411,.419,.578
1982,Nevada,32,NV,39062,.293,.033,.374,.094,3.846,1.394,.429,.625
1983,Nevada,32,NV,39504,.283,.014,.375,.1,3.606,1.188,.437,.657
1984,Nevada,32,NV,39895,.289,.027,.419,.085,3.667,1.418,.522,.618
1985,Nevada,32,NV,39440,.287,.023,.421,.087,3.811,1.559,.494,.645
1986,Nevada,32,NV,39195,.31,.032,.443,.06,4.188,1.662,.498,.634
1987,Nevada,32,NV,41041,.315,.029,.44,.07,4.348,1.615,.484,.607
1988,Nevada,32,NV,37846,.293,.014,.463,.057,4.111,1.606,.398,.6980000000000001
1989,Nevada,32,NV,37751,.288,.013,.458,.047,3.958,1.298,.449,.725
1990,Nevada,32,NV,39549,.308,.032,.436,.047,4.2,1.646,.413,.6860000000000001
1991,Nevada,32,NV,40082,.313,.025,.4,.05,4.5,1.72,.441,.742
1992,Nevada,32,NV,39781,.31,.024,.418,.069,4.091,1.626,.46,.718
1993,Nevada,32,NV,40583,.314,.029,.408,.076,4.273,1.745,.5610000000000001,.6900000000000001
1994,Nevada,32,NV,40179,.308,.014,.419,.06,4.364,1.579,.593,.715
1995,Nevada,32,NV,41674,.309,.033,.404,.054,4.167,1.641,.584,.746
1996,Nevada,32,NV,42844,.334,.031,.404,.042,4.333,1.645,.517,.719
1997,Nevada,32,NV,41451,.326,.019,.438,.045,4.333,1.815,.519,.791
1998,Nevada,32,NV,44894,.356,.013,.449,.05,4.833,1.649,.5690000000000001,.8140000000000001
1999,Nevada,32,NV,48989,.383,.017,.413,.053,5,1.888,.515,.671
2000,Nevada,32,NV,43837,.34,.03,.421,.038,4.315,2.005,.481,.754
2001,Nevada,32,NV,45607,.343,.025,.421,.065,4,1.892,.542,.727
2002,Nevada,32,NV,46006,.34,.028,.43,.056,4.333,1.791,.514,.782
2003,Nevada,32,NV,47522,.357,.031,.439,.064,4.533,1.708,.507,.779
2004,Nevada,32,NV,49066,.359,.033,.428,.048,4.667,1.917,.5700000000000001,.733
2005,Nevada,32,NV,46948,.353,.034,.406,.042,4.667,1.739,.5710000000000001,.792
2006,Nevada,32,NV,48253,.357,.028,.422,.039,4.744,1.921,.484,.752
2007,Nevada,32,NV,49161,.357,.024,.428,.046,4.265,1.994,.523,.8010000000000001
2008,Nevada,32,NV,49652,.342,.025,.445,.054,4.333,1.772,.546,.742
2009,Nevada,32,NV,51947,.337,.03,.445,.097,4.316,1.761,.705,.75
2010,Nevada,32,NV,53345,.387,.033,.443,.147,4.635,1.961,.643,.669
2011,Nevada,32,NV,49529,.371,.025,.451,.134,5.312,1.799,.6830000000000001,.776
2012,Nevada,32,NV,48004,.349,.038,.478,.115,4.59,1.811,.8010000000000001,.768
2013,Nevada,32,NV,49430,.364,.04,.453,.113,4.78,1.856,.6890000000000001,.8040000000000001
2014,Nevada,32,NV,49591,.373,.038,.426,.086,5,2.032,.728,.8050000000000001
1980,New Hampshire,33,NH,35072,.303,.069,.363,.041,4.054,1.495,.524,.5650000000000001
1981,New Hampshire,33,NH,35750,.299,.062,.375,.052,3.954,1.476,.51,.623
1982,New Hampshire,33,NH,37677,.313,.084,.376,.075,4.065,1.698,.519,.5660000000000001
1983,New Hampshire,33,NH,38207,.31,.052,.375,.065,4,1.524,.5760000000000001,.5540000000000001
1984,New Hampshire,33,NH,37449,.318,.054,.417,.05,4.861,1.505,.589,.581
1985,New Hampshire,33,NH,38155,.314,.062,.424,.055,3.977,1.573,.472,.585
1986,New Hampshire,33,NH,39622,.299,.074,.399,.046,3.973,1.515,.428,.604
1987,New Hampshire,33,NH,43685,.334,.056,.42,.032,4.579,1.587,.548,.5700000000000001
1988,New Hampshire,33,NH,42478,.294,.072,.407,.02,4.2,1.452,.523,.66
1989,New Hampshire,33,NH,44609,.287,.072,.393,.026,3.583,1.513,.639,.646
1990,New Hampshire,33,NH,45285,.314,.095,.403,.057,4.341,1.663,.626,.645
1991,New Hampshire,33,NH,46844,.301,.095,.387,.077,4.244,1.704,.6790000000000001,.675
1992,New Hampshire,33,NH,43845,.287,.083,.453,.081,4,1.611,.776,.707
1993,New Hampshire,33,NH,46108,.304,.067,.436,.086,4.231,1.81,.913,.732
1994,New Hampshire,33,NH,46196,.312,.085,.412,.047,4.091,1.864,.8100000000000001,.6790000000000001
1995,New Hampshire,33,NH,43805,.315,.073,.438,.065,4.417,1.769,.741,.6910000000000001
1996,New Hampshire,33,NH,45288,.323,.04,.406,.048,3.923,1.856,.781,.788
1997,New Hampshire,33,NH,45801,.316,.057,.42,.021,4.275,1.573,.8110000000000001,.707
1998,New Hampshire,33,NH,51060,.364,.06,.422,.045,4.225,1.844,.74,.591
1999,New Hampshire,33,NH,52544,.339,.059,.396,.035,4.533,1.656,.767,.667
2000,New Hampshire,33,NH,52452,.349,.043,.434,.023,5,2.013,.871,.6950000000000001
2001,New Hampshire,33,NH,60149,.387,.092,.419,.037,5.256,2.218,.914,.606
2002,New Hampshire,33,NH,62098,.387,.083,.411,.05,4.444,2.037,.9320000000000001,.65
2003,New Hampshire,33,NH,63598,.382,.101,.403,.044,4.789,1.949,1.152,.655
2004,New Hampshire,33,NH,63845,.382,.098,.42,.041,5.333,2.031,1.161,.669
2005,New Hampshire,33,NH,57987,.357,.099,.411,.046,4.778000000000001,1.846,1.026,.659
2006,New Hampshire,33,NH,60320,.351,.101,.419,.037,4.5,1.689,1.058,.714
2007,New Hampshire,33,NH,58814,.354,.091,.439,.043,4.75,1.847,1.114,.736
2008,New Hampshire,33,NH,59880,.349,.087,.451,.044,4.850000000000001,1.771,1.118,.7020000000000001
2009,New Hampshire,33,NH,65503,.371,.097,.444,.079,4.545,1.991,1.199,.712
2010,New Hampshire,33,NH,63812,.36,.1,.442,.066,4.614,1.877,1.336,.6760000000000001
2011,New Hampshire,33,NH,66065,.36,.092,.441,.052,4.773,1.801,1.434,.667
2012,New Hampshire,33,NH,61522,.359,.087,.452,.062,4.545,1.793,1.359,.6940000000000001
2013,New Hampshire,33,NH,62568,.355,.094,.438,.06,4.57,1.819,1.291,.7030000000000001
2014,New Hampshire,33,NH,61871,.352,.094,.448,.051,4.846,1.684,1.317,.728
1980,New Jersey,34,NJ,40961,.31,.055,.385,.073,4.303,1.631,.446,.5650000000000001
1981,New Jersey,34,NJ,40234,.304,.043,.381,.086,4.19,1.595,.435,.5540000000000001
1982,New Jersey,34,NJ,41903,.316,.053,.368,.092,4.375,1.571,.463,.5740000000000001
1983,New Jersey,34,NJ,42444,.323,.065,.39,.091,4.286000000000001,1.61,.515,.587
1984,New Jersey,34,NJ,43862,.317,.056,.398,.075,4.444,1.639,.53,.618
1985,New Jersey,34,NJ,45320,.324,.042,.411,.071,4.598,1.656,.5540000000000001,.581
1986,New Jersey,34,NJ,48237,.328,.038,.382,.051,4.585,1.582,.615,.61
1987,New Jersey,34,NJ,48982,.328,.048,.392,.044,5,1.619,.625,.627
1988,New Jersey,34,NJ,48115,.321,.053,.41,.042,4.762000000000001,1.634,.589,.635
1989,New Jersey,34,NJ,48938,.309,.062,.424,.036,4.354,1.627,.65,.662
1990,New Jersey,34,NJ,49696,.323,.068,.424,.048,4.417,1.686,.6890000000000001,.6860000000000001
1991,New Jersey,34,NJ,49295,.315,.054,.437,.072,4.457,1.701,.663,.6890000000000001
1992,New Jersey,34,NJ,49611,.324,.042,.427,.077,4.883,1.688,.743,.6840000000000001
1993,New Jersey,34,NJ,50694,.325,.046,.424,.088,4.96,1.694,.8030000000000001,.7000000000000001
1994,New Jersey,34,NJ,51251,.334,.055,.44,.082,5.417,1.815,.8260000000000001,.705
1995,New Jersey,34,NJ,52338,.332,.059,.431,.066,5.231,1.754,.8110000000000001,.709
1996,New Jersey,34,NJ,53849,.355,.056,.428,.07,4.771,1.88,.8170000000000001,.7010000000000001
1997,New Jersey,34,NJ,54372,.367,.064,.417,.061,4.915,1.978,.85,.658
1998,New Jersey,34,NJ,58371,.381,.057,.431,.056,5.357,1.918,.908,.639
1999,New Jersey,34,NJ,59355,.384,.062,.443,.053,5.571,2.058,.901,.705
2000,New Jersey,34,NJ,59456,.38,.06,.434,.035,5.137000000000001,2.011,.888,.704
2001,New Jersey,34,NJ,62913,.405,.071,.418,.04,5.733000000000001,2.055,.866,.63
2002,New Jersey,34,NJ,67243,.423,.065,.434,.066,5.875,2.199,.9540000000000001,.61
2003,New Jersey,34,NJ,67933,.404,.072,.443,.06,5.588,1.953,1.079,.6790000000000001
2004,New Jersey,34,NJ,66182,.398,.076,.431,.055,5.875,2.03,.993,.674
2005,New Jersey,34,NJ,66446,.399,.077,.424,.045,5.882000000000001,2.111,1.069,.6910000000000001
2006,New Jersey,34,NJ,65838,.431,.079,.409,.057,6.25,2.484,.886,.663
2007,New Jersey,34,NJ,69638,.412,.076,.432,.052,6.111,2.234,1.066,.654
2008,New Jersey,34,NJ,63786,.413,.076,.47,.049,6.111,2.095,1.051,.716
2009,New Jersey,34,NJ,69631,.413,.074,.455,.082,6.25,2.124,1.077,.654
2010,New Jersey,34,NJ,69550,.419,.07,.429,.106,5.65,2.256,1.043,.67
2011,New Jersey,34,NJ,66570,.408,.068,.441,.101,6.667,2.23,1.162,.6990000000000001
2012,New Jersey,34,NJ,67621,.414,.077,.459,.088,6.25,2.275,1.18,.675
2013,New Jersey,34,NJ,66471,.412,.08,.456,.09,6.579,2.244,1.301,.729
2014,New Jersey,34,NJ,65408,.406,.093,.434,.068,6.102,2.236,1.319,.713
1980,New Mexico,35,NM,35308,.32,.045,.346,.077,4.565,1.59,.426,.5720000000000001
1981,New Mexico,35,NM,35410,.308,.053,.367,.1,4.341,1.514,.483,.635
1982,New Mexico,35,NM,38328,.309,.067,.372,.098,4.365,1.549,.502,.602
1983,New Mexico,35,NM,37354,.32,.056,.397,.121,4.167,1.617,.504,.623
1984,New Mexico,35,NM,37824,.326,.066,.414,.091,4.572,1.67,.533,.653
1985,New Mexico,35,NM,39712,.351,.048,.382,.096,5.493,1.744,.595,.62
1986,New Mexico,35,NM,39587,.337,.044,.356,.093,5,1.65,.593,.6970000000000001
1987,New Mexico,35,NM,37886,.343,.048,.363,.084,4.972,1.869,.589,.6940000000000001
1988,New Mexico,35,NM,36600,.329,.051,.419,.105,4.818000000000001,1.835,.502,.674
1989,New Mexico,35,NM,35306,.343,.047,.414,.072,5.068000000000001,1.836,.547,.705
1990,New Mexico,35,NM,36562,.322,.033,.417,.065,4.662,1.81,.547,.6880000000000001
1991,New Mexico,35,NM,36446,.331,.041,.405,.083,5.024,1.743,.516,.635
1992,New Mexico,35,NM,36695,.32,.033,.406,.084,4.258,1.573,.629,.711
1993,New Mexico,35,NM,40104,.337,.035,.416,.089,4.9,1.525,.705,.6810000000000001
1994,New Mexico,35,NM,39589,.334,.044,.4,.059,4.9,1.78,.6850000000000001,.739
1995,New Mexico,35,NM,36167,.327,.039,.429,.079,4.5,1.715,.5590000000000001,.768
1996,New Mexico,35,NM,38094,.352,.052,.437,.087,4.936,1.689,.5760000000000001,.7000000000000001
1997,New Mexico,35,NM,37763,.362,.053,.411,.076,5,1.54,.612,.739
1998,New Mexico,35,NM,40142,.348,.05,.408,.063,5.206,1.788,.675,.727
1999,New Mexico,35,NM,41666,.33,.05,.389,.059,4.661000000000001,1.819,.723,.7010000000000001
2000,New Mexico,35,NM,41204,.362,.043,.441,.055,4.569,1.497,.638,.721
2001,New Mexico,35,NM,41109,.332,.027,.436,.051,4.583,1.617,.595,.7030000000000001
2002,New Mexico,35,NM,43169,.358,.037,.421,.056,5.167,1.84,.646,.729
2003,New Mexico,35,NM,45127,.355,.052,.439,.061,4.444,1.815,.672,.794
2004,New Mexico,35,NM,45967,.401,.053,.448,.049,5.833,2.277,.675,.635
2005,New Mexico,35,NM,45280,.367,.055,.427,.06,5,1.911,.66,.726
2006,New Mexico,35,NM,45527,.376,.044,.448,.031,5.538,2.213,.6890000000000001,.6960000000000001
2007,New Mexico,35,NM,50213,.396,.057,.453,.045,5,2.178,.762,.6970000000000001
2008,New Mexico,35,NM,51961,.387,.06,.455,.052,5.455,2.042,.758,.6790000000000001
2009,New Mexico,35,NM,52590,.392,.036,.455,.074,5.577,1.84,.74,.757
2010,New Mexico,35,NM,50682,.37,.071,.472,.099,4.444,1.912,.835,.6930000000000001
2011,New Mexico,35,NM,52261,.373,.059,.448,.069,5.294000000000001,1.476,.887,.734
2012,New Mexico,35,NM,53433,.37,.077,.453,.067,5.682,1.967,.98,.785
2013,New Mexico,35,NM,54587,.405,.074,.449,.065,6.25,2.076,.9290000000000001,.735
2014,New Mexico,35,NM,48035,.368,.052,.437,.081,5.412,2,.909,.789
1980,New York,36,NY,38510,.3,.038,.373,.071,3.976,1.544,.42,.628
1981,New York,36,NY,39305,.296,.039,.373,.085,4,1.478,.476,.639
1982,New York,36,NY,40240,.304,.041,.371,.09,4.103,1.526,.511,.635
1983,New York,36,NY,40758,.306,.034,.389,.098,4.198,1.5,.518,.66
1984,New York,36,NY,41513,.312,.04,.391,.08,4.39,1.566,.5630000000000001,.656
1985,New York,36,NY,42830,.321,.038,.405,.076,4.444,1.583,.594,.655
1986,New York,36,NY,45150,.332,.037,.403,.074,4.589,1.679,.629,.658
1987,New York,36,NY,46107,.326,.043,.408,.054,4.3,1.626,.648,.6940000000000001
1988,New York,36,NY,44668,.315,.042,.424,.044,4.45,1.548,.621,.706
1989,New York,36,NY,45369,.327,.045,.414,.048,4.8,1.677,.611,.6950000000000001
1990,New York,36,NY,46375,.318,.04,.413,.054,4.545,1.602,.625,.716
1991,New York,36,NY,44654,.325,.04,.42,.072,4.762000000000001,1.616,.626,.749
1992,New York,36,NY,46843,.319,.037,.447,.083,4.701000000000001,1.66,.714,.747
1993,New York,36,NY,46655,.322,.035,.47,.081,4.583,1.719,.78,.745
1994,New York,36,NY,46967,.325,.036,.459,.084,4.917,1.761,.783,.761
1995,New York,36,NY,47489,.337,.037,.449,.072,5.069,1.713,.8160000000000001,.774
1996,New York,36,NY,50460,.381,.037,.44,.077,5,1.807,.758,.733
1997,New York,36,NY,51120,.391,.036,.445,.074,5.107,1.894,.73,.714
1998,New York,36,NY,54281,.399,.031,.449,.069,5,2.026,.8010000000000001,.752
1999,New York,36,NY,52274,.39,.035,.447,.057,5.263,1.923,.8090000000000001,.774
2000,New York,36,NY,54013,.385,.04,.454,.05,5.357,1.981,.837,.72
2001,New York,36,NY,56029,.39,.038,.45,.047,5.092000000000001,2.023,.843,.724
2002,New York,36,NY,59346,.422,.033,.445,.065,5.556,2.127,.85,.669
2003,New York,36,NY,56077,.395,.044,.46,.063,5.517,2.008,.838,.6860000000000001
2004,New York,36,NY,58197,.393,.036,.465,.069,5.313,2.001,.89,.747
2005,New York,36,NY,59205,.41,.038,.459,.051,5.705,1.989,.878,.71
2006,New York,36,NY,58486,.401,.05,.449,.053,5.625,2.054,.97,.765
2007,New York,36,NY,60301,.42,.05,.462,.043,6.09,2.029,.9550000000000001,.708
2008,New York,36,NY,57117,.396,.048,.466,.054,5.588,1.988,.984,.747
2009,New York,36,NY,58841,.396,.041,.47,.078,5.57,2.048,.989,.727
2010,New York,36,NY,59853,.4,.045,.484,.092,5.556,1.944,1.061,.778
2011,New York,36,NY,57631,.378,.054,.477,.078,5.342000000000001,1.967,1.145,.742
2012,New York,36,NY,58757,.39,.049,.464,.084,5.263,2.008,1.099,.772
2013,New York,36,NY,60180,.404,.057,.459,.078,6.111,2.186,1.258,.772
2014,New York,36,NY,59716,.389,.046,.474,.072,5.25,1.982,1.273,.789
1980,North Carolina,37,NC,31967,.317,.028,.399,.071,3.943,1.695,.409,.5680000000000001
1981,North Carolina,37,NC,32089,.306,.032,.406,.068,4.098,1.672,.381,.606
1982,North Carolina,37,NC,32483,.303,.03,.413,.087,3.728,1.505,.392,.648
1983,North Carolina,37,NC,33568,.316,.032,.443,.11,4.348,1.677,.387,.595
1984,North Carolina,37,NC,33554,.311,.037,.437,.065,4.243,1.725,.366,.613
1985,North Carolina,37,NC,35641,.331,.033,.427,.064,4.405,1.699,.434,.623
1986,North Carolina,37,NC,36043,.326,.032,.421,.058,4.308,1.677,.448,.612
1987,North Carolina,37,NC,35668,.323,.03,.457,.048,4.25,1.621,.419,.66
1988,North Carolina,37,NC,35247,.321,.036,.454,.04,4.34,1.626,.423,.652
1989,North Carolina,37,NC,36212,.316,.035,.44,.032,4,1.614,.454,.6780000000000001
1990,North Carolina,37,NC,36290,.32,.035,.442,.035,4.333,1.706,.487,.6980000000000001
1991,North Carolina,37,NC,36360,.321,.034,.45,.055,4.213,1.751,.454,.6920000000000001
1992,North Carolina,37,NC,36809,.329,.04,.473,.061,4.281,1.891,.503,.6870000000000001
1993,North Carolina,37,NC,38183,.317,.034,.475,.055,4.195,1.754,.5620000000000001,.6980000000000001
1994,North Carolina,37,NC,38556,.328,.043,.477,.042,4.381,1.836,.5760000000000001,.714
1995,North Carolina,37,NC,40372,.348,.035,.464,.041,4.89,1.946,.631,.6870000000000001
1996,North Carolina,37,NC,41305,.355,.054,.479,.041,4.348,1.86,.59,.655
1997,North Carolina,37,NC,43598,.37,.043,.455,.03,4.5,1.998,.65,.6780000000000001
1998,North Carolina,37,NC,46254,.373,.044,.446,.035,4.651,1.992,.6930000000000001,.67
1999,North Carolina,37,NC,46307,.373,.053,.46,.032,4.854,2.142,.668,.646
2000,North Carolina,37,NC,46012,.353,.049,.458,.032,4.806,2.009,.665,.707
2001,North Carolina,37,NC,44186,.343,.035,.478,.05,4.615,1.962,.6890000000000001,.727
2002,North Carolina,37,NC,48060,.373,.031,.461,.076,4.5,2.168,.6820000000000001,.6970000000000001
2003,North Carolina,37,NC,49250,.385,.031,.464,.079,5,2.202,.749,.668
2004,North Carolina,37,NC,48595,.383,.045,.445,.05,5.143,2.149,.6810000000000001,.672
2005,North Carolina,37,NC,49355,.38,.037,.454,.055,4.9,2.16,.6980000000000001,.6960000000000001
2006,North Carolina,37,NC,48139,.374,.04,.456,.048,4.8,2.165,.731,.6910000000000001
2007,North Carolina,37,NC,48442,.392,.043,.448,.047,5,2.034,.77,.672
2008,North Carolina,37,NC,46983,.37,.048,.447,.052,4.813,2.076,.862,.737
2009,North Carolina,37,NC,49312,.38,.047,.46,.1,5,2.159,.87,.6980000000000001
2010,North Carolina,37,NC,51030,.385,.043,.473,.1,5,2.03,.896,.718
2011,North Carolina,37,NC,49231,.362,.049,.488,.108,5,2.069,1.03,.6920000000000001
2012,North Carolina,37,NC,52060,.37,.073,.464,.091,5.278000000000001,1.914,1.015,.6840000000000001
2013,North Carolina,37,NC,48849,.371,.051,.451,.098,5.298,2.083,.9460000000000001,.758
2014,North Carolina,37,NC,48734,.367,.053,.472,.074,5.176,1.933,.9560000000000001,.728
1980,North Dakota,38,ND,34916,.303,.015,.365,.048,3.865,1.505,.494,.598
1981,North Dakota,38,ND,36294,.315,.039,.365,.078,4.154,1.374,.5590000000000001,.545
1982,North Dakota,38,ND,40141,.336,.023,.359,.059,5.746,1.489,.75,.531
1983,North Dakota,38,ND,39852,.316,.018,.364,.063,4.533,1.514,.642,.548
1984,North Dakota,38,ND,39151,.322,.038,.35,.045,4.62,1.61,.622,.594
1985,North Dakota,38,ND,36520,.311,.021,.36,.072,4.339,1.521,.585,.593
1986,North Dakota,38,ND,37938,.304,.02,.381,.08,3.92,1.502,.645,.589
1987,North Dakota,38,ND,38679,.307,.017,.386,.067,3.92,1.355,.733,.637
1988,North Dakota,38,ND,36223,.313,.014,.408,.045,4.327,1.393,.718,.624
1989,North Dakota,38,ND,36185,.316,.016,.42,.051,4.379,1.489,.742,.62
1990,North Dakota,38,ND,34766,.313,.014,.395,.059,4.405,1.551,.6820000000000001,.671
1991,North Dakota,38,ND,36067,.332,.012,.473,.043,4.222,1.576,.789,.615
1992,North Dakota,38,ND,34462,.308,.019,.451,.063,3.978,1.537,.784,.656
1993,North Dakota,38,ND,35248,.331,.012,.451,.061,4.49,1.513,.8,.6760000000000001
1994,North Dakota,38,ND,35766,.342,.013,.44,.067,4.433,1.463,.8300000000000001,.629
1995,North Dakota,38,ND,36013,.313,.026,.467,.039,4.4,1.468,.767,.617
1996,North Dakota,38,ND,39112,.331,.027,.446,.039,4.423,1.617,.6960000000000001,.62
1997,North Dakota,38,ND,36707,.314,.02,.455,.034,3.9,1.623,.785,.6830000000000001
1998,North Dakota,38,ND,37759,.354,.025,.47,.049,4.8,1.683,.789,.589
1999,North Dakota,38,ND,39433,.343,.029,.481,.05,4.582,1.473,.799,.651
2000,North Dakota,38,ND,37915,.297,.027,.487,.031,4.167,1.51,.9590000000000001,.728
2001,North Dakota,38,ND,42116,.323,.033,.478,.034,4.123,1.577,.9390000000000001,.6860000000000001
2002,North Dakota,38,ND,44352,.333,.036,.453,.05,3.951,1.669,.9550000000000001,.71
2003,North Dakota,38,ND,43177,.32,.029,.45,.057,3.733,1.577,.9500000000000001,.6940000000000001
2004,North Dakota,38,ND,42739,.309,.024,.454,.045,4,1.488,1.026,.728
2005,North Dakota,38,ND,46809,.383,.04,.449,.049,4,2.064,.9480000000000001,.737
2006,North Dakota,38,ND,43934,.333,.038,.474,.049,4.333,1.708,1.035,.743
2007,North Dakota,38,ND,44856,.342,.039,.479,.041,4.188,1.695,1.046,.6910000000000001
2008,North Dakota,38,ND,44500,.338,.032,.507,.033,3.879,1.6,1.083,.6950000000000001
2009,North Dakota,38,ND,46637,.329,.041,.456,.051,3.889,1.633,1.154,.663
2010,North Dakota,38,ND,48779,.347,.048,.467,.047,4.167,1.559,1.117,.6770000000000001
2011,North Dakota,38,ND,50059,.359,.053,.479,.04,4.706,1.664,1.156,.658
2012,North Dakota,38,ND,52713,.361,.042,.46,.033,4.1,1.318,1.239,.636
2013,North Dakota,38,ND,50106,.332,.053,.454,.036,4.426,1.599,1.128,.6990000000000001
2014,North Dakota,38,ND,49976,.335,.049,.453,.028,4.25,1.58,1.148,.776
1980,Ohio,39,OH,40448,.295,.047,.347,.07,4,1.421,.343,.5570000000000001
1981,Ohio,39,OH,39530,.294,.043,.365,.09,4.054,1.457,.381,.5610000000000001
1982,Ohio,39,OH,41538,.294,.052,.353,.117,4.031,1.395,.424,.58
1983,Ohio,39,OH,42255,.296,.041,.366,.135,3.976,1.462,.461,.587
1984,Ohio,39,OH,42429,.307,.038,.376,.101,4.191,1.55,.465,.626
1985,Ohio,39,OH,42438,.305,.037,.381,.094,4.228,1.489,.452,.638
1986,Ohio,39,OH,43274,.317,.045,.388,.076,4.444,1.593,.448,.602
1987,Ohio,39,OH,43779,.32,.04,.394,.076,4.667,1.587,.43,.623
1988,Ohio,39,OH,42151,.31,.038,.396,.078,4.38,1.557,.447,.637
1989,Ohio,39,OH,42600,.306,.036,.409,.057,4.3,1.554,.469,.62
1990,Ohio,39,OH,41452,.302,.042,.414,.058,4.3,1.488,.485,.675
1991,Ohio,39,OH,41799,.306,.046,.421,.078,4.24,1.616,.48,.6850000000000001
1992,Ohio,39,OH,42082,.301,.047,.416,.08,4.273,1.627,.5710000000000001,.675
1993,Ohio,39,OH,42640,.296,.048,.411,.071,4,1.544,.609,.6820000000000001
1994,Ohio,39,OH,43430,.309,.053,.423,.064,4.25,1.628,.642,.6780000000000001
1995,Ohio,39,OH,44275,.319,.04,.409,.045,4.458,1.603,.617,.6850000000000001
1996,Ohio,39,OH,47288,.34,.047,.405,.051,4.647,1.666,.733,.712
1997,Ohio,39,OH,47941,.354,.053,.416,.045,4.833,1.895,.72,.6760000000000001
1998,Ohio,39,OH,49965,.351,.044,.426,.047,4.348,1.867,.6860000000000001,.667
